visual_id,x,y,width,height,measure,client,layout_lane,filter_context,description,source_class,upstream_tables,audit_note
8559df93b94bcb372630,6894.75,2158.0,256.0,60.0,T-M,DAF,Rodapé sobreposto,,Tempo de Movimentação,CONSTANTE ou medida derivada,,duplicação de cartões DAF; validar se deve permanecer

5993c2269f2a8fd9a1b4,7098.75,2160.0,257.5,60.0,D-E-DAF-REB,DAF,Rodapé sobreposto,,Dias de Estoque DAF Rebitagem,BANCO/CÁLCULO,DAF; DAF SLITTERS,duplicação de cartões DAF; validar se deve permanecer

085f00dd33b59d318432,9589.75,2160.5,128.0,54.0,E-P-D-DAF-EMB,DAF,Rodapé sobreposto,Operações[Dados ]=Estoque FG; Dados de embarque[Data],Estoque em Peças em Dias DAF Embalagem,BANCO/CÁLCULO,Calendar; DAF; DAF SLITTERS,duplicação de cartões DAF; validar se deve permanecer

792a9c0c55f4aa7387af,6503.75,2160.833,126.667,53.333,D-E-DAF-P.I,DAF,Rodapé sobreposto,,Dias de Estoque DAF Pintura Input,BANCO/CÁLCULO,DAF; DAF SLITTERS,duplicação de cartões DAF; validar se deve permanecer

c5a59e19185e6192ed3c,8163.75,2169.167,150.0,60.0,T-M,DAF,Rodapé sobreposto,,Tempo de Movimentação,CONSTANTE ou medida derivada,,duplicação de cartões DAF; validar se deve permanecer


